Node	PosxNode	PosyNode	Name	Lines
349	436661,7	4470296	EUGENIA DE MONTIJO Nº 78	34/1
350	436772	4470404	EUGENIA DE MONTIJO Nº 55	34/2
351	436597,3	4470221	EUGENIA DE MONTIJO-NTRA.SRA.FATIMA	34/1
352	436609,4	4470210	EUGENIA DE MONTIJO-NTRA.SRA.FATIMA	34/2
353	436324	4469938	RONDA DON BOSCO-PZA.PARTERRE	34/1 139/1
354	436154	4469813	RONDA DON BOSCO-PARAGUAYA	34/1
355	436047	4469531	JOAQUIN TURINA-POLVORANCA	34/1
356	436052,5	4469510	JOAQUIN TURINA-POLVORANCA	34/2 139/2
357	435691,2	4469552	JOAQUIN TURINA-NAVALMORALES	34/1
358	435668,8	4469541	JOAQUIN TURINA-NAVALMORALES	34/2
359	435143	4469861	GRAL.MILLAN ASTRAY-GRAL.SALIQUET	34/1 155/1
360	435126	4469788	GRAL.MILLAN ASTRAY-GRAL.SALIQUET	34/2 155/2 519/2
361	435059,7	4470144	GRAL.MILLAN ASTRAY-GRAL.R.BASART	34/1 155/1
362	435044	4470135	GRAL.MILLAN ASTRAY-GRAL.R.BASART	34/2 155/2 519/2
363	434847	4470145	GRAL.ROMERO BASART-JOSE DE CADALSO	34/1
364	434803	4470107	GRAL.ROMERO BASART-JOSE DE CADALSO	34/2 519/2
365	434543,5	4470191	GRAL.ROMERO BASART-RAFAEL FINAT	17/1 34/1 139/1
366	434520,1	4470189	GRAL.ROMERO BASART-RAFAEL FINAT	17/2 34/2 39/2 117/2 139/2 519/2
367	434314	4470347	OLIVA DE PLASENCIA-GRAL.R.BASART	34/1
368	434120,9	4470324	OLIVA DE PLASENCIA Nº 25	34/1
369	433885,7	4470299	MIRABEL-PZA.CUACOS DE YUSTE	34/1
370	433868	4470296	MIRABEL-PZA.CUACOS DE YUSTE	34/2
371	433912	4470537	AV.GRAL.FANJUL -EST.RENFE AGUILAS	17/2 34/1
372	433862	4470601	AV.GRAL.FANJUL -EST.RENFE AGUILAS	17/2 34/2
373	434113	4470634	AV.GENERAL FANJUL	34/1 34/2
374	434252,8	4470348	OLIVA DE PLASENCIA Nº 28	34/2 39/1 117/1 519/1
375	434361,4	4470303	GRAL.ROMERO BASART-OLIVA PLASENCIA	39/1 39/2 519/1 519/2
376	436350	4469750	EUGENIA DE MONTIJO-PZA.EMPERATRIZ	34/2 35/2 47/2 139/2 517/2
377	436337,5	4469779	EUGENIA DE MONTIJO-PZA.EMPERATRIZ	35/1 47/1 517/1
378	436374	4469862	EUGENIA DE MONTIJO-PZA.PARTERRE	34/2 35/2 47/2 139/2 517/2
379	436353	4469884	EUGENIA DE MONTIJO-PZA.PARTERRE	35/1 47/1 517/1
380	439767,1	4472866	Pº ACACIAS-DR.VALLEJO NAJERA	34/2 36/2 62/1 116/2 118/2 119/2
381	439877,5	4472930	Pº ACACIAS-Pº OLMOS	34/2 36/2 62/1 116/2 118/2 119/2 512/2 515/2
383	444489,1	4478784	ULISES-ARTURO SORIA	120/1 122/1
384	444491,5	4478801	ULISES-ARTURO SORIA	120/2 122/2
385	444693,8	4478894	ULISES-ASURA	120/1 122/1
386	444684,8	4478912	ULISES-ASURA	120/2 122/2
387	445006,2	4478899	MOSCATELAR-PARMA	120/1 122/1
388	445060,7	4478914	MOSCATELAR-PARMA	120/2 122/2
389	445223	4478894	MOSCATELAR-MILAN	120/1 122/1
390	445268	4478921	MOSCATELAR-MILAN	120/2 122/2
391	445524,5	4478978	SILVANO-PZA.DEL LICEO	120/1 122/1
392	445508,6	4478988	SILVANO-PZA.DEL LICEO	120/2 122/2
393	445651,2	4479173	SILVANO-COL.VIRGEN DE LA ESPERANZA	120/1 122/1
394	445623,7	4479172	SILVANO-COL.VIRGEN DE LA ESPERANZA	120/2 122/2
395	445912,5	4479433	SILVANO-ALCORISA	120/1 122/1
396	445838,3	4479398	SILVANO-ALCORISA	120/2 122/2
397	446060	4479500	SILVANO-EL ALGABEÑO	120/1 122/1
398	446038	4479521	SILVANO-EL ALGABEÑO	120/2 122/2
399	442569	4484874	FEDERICO MOMPOU-ISABEL COLBRAND	524/1
405	447930,3	4479345	CAMPO NACIONES-GTA.JUAN DE BORBON	112/1 122/1
406	447885	4479362	CAMPO NACIONES-GTA.JUAN DE BORBON	112/2 122/2
408	444045	4478511	AV.RAMON Y CAJAL-AV.LA PAZ	9/1 72/1 73/1 120/1 502/1
409	444010	4478527	AV.RAMON Y CAJAL-AV.LA PAZ	9/2 72/2 73/2 120/2 502/2
410	443445	4478381	AV.RAMON Y CAJAL-MOSTOLES	43/2 120/1
411	443422	4478413	AV.RAMON Y CAJAL-MOSTOLES	43/1 120/2
412	442716	4478300	AV.RAMON Y CAJAL-PPE.VERGARA	43/2 52/1 120/1
413	442695	4478323	AV.RAMON Y CAJAL-PPE.VERGARA	43/1 52/2 120/2
414	442649	4478079	PRINCIPE DE VERGARA-PZA.CATALUÑA	16/1 29/1 52/1 501/1
415	442616	4478042	PRINCIPE DE VERGARA-PZA.CATALUÑA	16/2 29/2 52/2
416	442407	4477842	AV.DR.ARCE-PZA.SANTA GEMA	7/1 16/1 19/2 51/1 501/1
417	442372	4477851	AV.DR.ARCE-PZA.SANTA GEMA	16/2 19/1
418	442263	4477704	AV.DOCTOR ARCE-VELAZQUEZ	16/1 19/2 51/1 501/1
419	441938,6	4477678	JOAQUIN COSTA-PZA.REP.ARGENTINA	7/2 69/2
420	441915	4477644	JOAQUIN COSTA-PZA.REP.ARGENTINA	7/1 68/1
421	441586	4477694	JOAQUIN COSTA-N.MINISTERIOS	7/1 68/1
422	441592	4477739	JOAQUIN COSTA-N.MINISTERIOS	7/2 69/2
423	442067	4475042	VELAZQUEZ-VILLANUEVA	1/1 9/1 19/2 51/1 74/1
424	442085	4475344	VELAZQUEZ-GOYA	1/1 9/1 19/2 51/1 74/1 504/1
425	442107	4475646	VELAZQUEZ-AYALA	1/1 9/1 19/2 51/1 74/1
426	442133	4475920	VELAZQUEZ-J.ORTEGA Y GASSET	1/1 9/1 19/2 51/1 74/1 504/1
427	442144	4476145	VELAZQUEZ-JUAN BRAVO	9/1 19/2 51/1 504/1
428	442163	4476431	VELAZQUEZ-DIEGO DE LEON	9/1 19/2 51/1 504/1
430	442209	4476996	VELAZQUEZ-LOPEZ DE HOYOS	16/1 19/2 51/1 501/1
431	442215	4477179	VELAZQUEZ-JOAQUIN COSTA	16/1 19/2 51/1
432	442229	4477371	VELAZQUEZ Nº 150	16/1 19/2 51/1 501/1
433	442492	4478054	CINCA-PZA.DE CATALUÑA	7/1 51/1
434	442293	4478155	CINCA-SERRANO	7/1 51/1
435	442364	4478363	SERRANO-HOSPITAL SAN RAFAEL	7/1 51/1
436	442337	4478374	SERRANO-HOSPITAL SAN RAFAEL	51/2 501/2
437	442636	4478641	SERRANO-PRINCIPE DE VERGARA	7/1 51/1
438	442567	4478614	SERRANO-PRINCIPE DE VERGARA	51/2 501/2
439	442738	4479024	PRINCIPE DE VERGARA-COLOMBIA	7/1 16/1 29/1 51/1 501/1
440	442692	4478963	PRINCIPE DE VERGARA-COLOMBIA	7/2 16/2 29/2 51/2 501/2
441	442223	4478128	SERRANO-SEGRE	7/2 51/2 501/2
442	442112	4477897	SERRANO-GUADIANA	7/2 51/2 501/2
443	441942	4477519	SERRANO-PZA.REP.ARGENTINA	16/2 19/1 51/2 501/2
444	441921	4477302	SERRANO-INST.RAMIRO DE MAEZTU	16/2 19/1 51/2 501/2
445	441909	4477105	SERRANO Nº 111	16/2 19/1 51/2
446	441892	4476838	SERRANO-MARIA DE MOLINA	9/2 16/2 19/1 51/2 501/2
447	441870	4476561	SERRANO-GRAL.ORAA	9/2 16/2 19/1 51/2 504/2
448	441856	4476346	SERRANO-MALDONADO	9/2 19/1 51/2 504/2
449	441815	4475872	SERRANO-MQUES.VILLAMAGNA	1/2 9/2 19/1 51/2 74/2 504/2
451	441756	4475482	SERRANO-GOYA	1/2 9/2 19/1 51/2 74/2 504/2
452	441709	4475143	SERRANO-MUSEO ARQUEOLOGICO	1/2 9/2 19/1 51/2 74/2 504/2
453	442021	4478327	AV.CONCHA ESPINA-PZA.S.CORAZONES	43/2 120/1
454	442014	4478358	AV.CONCHA ESPINA-PZA.S.CORAZONES	43/1 120/2
455	442374	4478302	AV.CONCHA ESPINA-SERRANO	43/2 120/1
456	442371	4478338	AV.CONCHA ESPINA-SERRANO	7/2 43/1 120/2
457	442950	4478295	AV.RAMON Y CAJAL-VICTOR DE LA SERNA	43/2 120/1
458	442956	4478332	AV.RAMON Y CAJAL-VICTOR DE LA SERNA	43/1 120/2
459	443220	4478371	AV.RAMON Y CAJAL Nº 32	43/2 120/1
460	443215	4478395	AV.RAMON Y CAJAL Nº 43	43/1 120/2
461	443721	4478401	AV.RAMON Y CAJAL-PADRE CLARET	120/1
462	443639,8	4478406	AV.RAMON Y CAJAL-PADRE CLARET	9/2 72/2 73/2 120/2 502/2
463	444284	4478651	JOSE SILVA-AGASTIA	120/1
464	444268,2	4478659	JOSE SILVA-AGASTIA	120/2
465	446450	4479499	SILVANO-JOSE DOMINGO RUS	120/1
466	446450,1	4479521	SILVANO-JOSE DOMINGO RUS	120/2 503/2
467	446733,5	4479544	PEDROÑERAS-SILVANO	120/1
468	446720	4479536	PEDROÑERAS-SILVANO	120/2 503/1 503/2
469	446693,7	4479708	PEDROÑERAS-EL PROVENCIO	73/2 120/1
470	446692	4479662	PEDROÑERAS-EL PROVENCIO	73/1 120/2 503/1
471	446554,2	4479763	MOTA DEL CUERVO Nº 13	73/2 120/1
472	446551	4479740	MOTA DEL CUERVO Nº 48	73/1 120/2 503/1
473	446344,5	4479748	MOTA DEL CUERVO-MOTILLA DEL PALANCAR	73/2 120/1
474	446342	4479735	MOTA DEL CUERVO-MOTILLA DEL PALANCAR	73/1 120/2 503/1
475	446192	4479854	LOS EMIGRANTES-TREFACIO	112/2 120/1 153/1
476	446165,5	4479851	LOS EMIGRANTES-CTRA.DE CANILLAS	112/1 120/2 153/2
477	446114,5	4480036	LOS EMIGRANTES-TRIBALDOS	112/2 120/1 153/1
478	446088,5	4480022	LOS EMIGRANTES-TRIBALDOS	112/1 120/2 153/2
479	445922	4480323	AYACUCHO-MAR ADRIATICO	120/1 125/1 172/1 372/1
480	445692,4	4480329	AYACUCHO-GTA.SANDRO PERTINI	87/2 120/1 125/1 172/1 372/1
481	445585,2	4480369	VALDETORRES DE JARAMA-LIBERACION	120/1 125/1 172/1 372/1
482	445550,6	4480359	VALDETORRES DE JARAMA-LIBERACION	120/2 125/2 172/2 372/2
483	445425,7	4480463	VALDETORRES DE JARAMA-ANGEL LUIS HERRAN	120/1 125/1 172/1 372/1
484	445425,2	4480433	VALDETORRES DE JARAMA-ANGEL LUIS HERRAN	120/2 125/2 172/2 372/2
485	445314,5	4480529	VALDETORRES DE JARAMA-ROGELIO MUÑOZ	120/1 125/1 172/1 372/1
486	445290,3	4480512	VALDETORRES DE JARAMA-ROGELIO MUÑOZ	120/2 125/2 172/2 372/2
487	445158	4480625	VALDETORRES DE JARAMA-PZA.SANTOS HUMOSA	120/1 125/1 172/1 372/1
488	445059,2	4480656	PZA.SANTOS DE LA HUMOSA	120/1 120/2
489	445787,9	4480213	AREQUIPA-TORRESANDINO	87/1 120/2 125/2 172/2 372/2
490	445935	4480210	AREQUIPA-LOS EMIGRANTES	120/2
491	441148	4475703	ALMAGRO-PZA.ALONSO MARTINEZ	7/1 7/2 525/1 525/2 526/1 526/2
492	441354,7	4475959	ALMAGRO-ZURBANO	7/1
493	441301	4475937	ALMAGRO-ZURBANO	7/2
494	441458	4476165	ALMAGRO-Pº EDUARDO DATO	7/1
495	441434	4476193	ALMAGRO-Pº EDUARDO DATO	7/2
496	442999,2	4483312	AV.Cº SANTIAGO-ESTELLA	172/2 176/2 372/2
497	443571	4480472	ARTURO SORIA-JULIO DANVILA	7/1 29/1 107/1 501/1
498	443533	4480453	ARTURO SORIA-SERRANO GALVACHE	7/2 29/2 107/2 501/2
499	443525	4480702	ARTURO SORIA-ELADIO LOPEZ VILCHES	7/1 29/1 107/1
500	443486	4480695	ARTURO SORIA-ELADIO LOPEZ VILCHES	7/2 29/2 107/2
501	443510,1	4480947	AV.SAN LUIS-ARTURO SORIA	7/1 107/1 125/2 501/1
502	443494	4480985	AV.SAN LUIS-ARTURO SORIA	7/2 107/2
503	443670	4480867	AV.SAN LUIS-MESENA	7/1 107/1 125/2 501/1
504	443664	4480893	AV.SAN LUIS-GOLFO DE SALONICA	7/2 107/2 125/1
505	443915	4480770	CUEVAS DE ALMANZORA-AV.SAN LUIS	7/1 501/1
506	443895	4480782	CUEVAS DE ALMANZORA-AV.SAN LUIS	7/2
507	444098	4480953	CUEVAS DE ALMANZORA-BACARES	7/1 29/2 129/2 501/1
508	444266	4481107	CUEVAS DE ALMANZORA Nº 18	7/1 29/2 129/2 501/1
509	444221	4481352	ALICUN-SOMONTIN	7/1 29/2 129/1
510	444070	4481245	VELEZ RUBIO Nº 113	7/1 29/2 129/1
511	443963	4481043	BACARES-VELEZ RUBIO	7/1 7/2 29/1 29/2
512	444057	4480944	BACARES-CUEVAS DE ALMANZORA	7/2
513	443447	4480904	ARTURO SORIA-CUARTEL INFANTERIA MARINA	7/2 29/2 107/2 501/2
514	442667	4478587	PRINCIPE DE VERGARA-SERRANO	7/2 16/2 29/2
515	442690	4478556	PRINCIPE DE VERGARA-SERRANO	16/1 29/1 501/1
516	442649,9	4478393	PRINCIPE DE VERGARA-CONCHA ESPINA	7/2 16/2 29/2
517	442667	4478281	PRINCIPE DE VERGARA-CONCHA ESPINA	16/1 29/1
518	441147	4475749	ALMAGRO Nº 3	7/2
520	439305,6	4476541	FDEZ.DE LOS RIOS-HILARION ESLAVA	16/1 61/1
521	439598	4476522	FDEZ.DE LOS RIOS-GUZMAN EL BUENO	16/1 61/1
522	439972	4476494	FDEZ.DE LOS RIOS-VALLEHERMOSO	16/1 61/1
523	440322	4476466	FDEZ.DE LOS RIOS-MAGALLANES	16/1 61/1
524	440495,1	4476387	CARDENAL CISNEROS-ELOY GONZALO	16/1 61/1
525	440760	4476437	ELOY GONZALO-JUAN DE AUSTRIA	16/1 61/1
526	440753	4476462	ELOY GONZALO-JUAN DE AUSTRIA	16/2 61/2
527	441073	4476472	GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ	5/2 16/1 61/1
528	441141	4476502	GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ	5/1 16/2 61/2
529	441541	4476482	GRAL.MTNEZ.CAMPOS-FORTUNY	7/1 16/1 40/1 61/1 147/1
530	441585,2	4476509	GRAL.MTNEZ.CAMPOS-FORTUNY	5/1 16/2 61/2
532	441817	4476775	MARIA DE MOLINA-SERRANO	12/1 16/1 501/1
533	441873,3	4476800	MARIA DE MOLINA-SERRANO	12/2
534	442110	4476852	LOPEZ DE HOYOS-VELAZQUEZ	16/1
535	442725,1	4479306	PZA.PERU-AV.PIO XII	150/2
536	442165	4477691	AV.DOCTOR ARCE-VELAZQUEZ	16/2 19/1
537	441755	4476569	GRAL.ORAA-Pº CASTELLANA	16/2 61/2
538	440473	4476378	ELOY GONZALO-CARDENAL CISNEROS	16/2 61/2
540	440234	4476362	FERNANDO EL CATOLICO-MAGALLANES	16/2 61/2
541	439954	4476391	FERNANDO EL CATOLICO-VALLEHERMOSO	16/2 61/2
542	439643	4476415	FERNANDO EL CATOLICO-G.EL BUENO	16/2 61/2
543	439294	4476441	FERNANDO EL CATOLICO-HILARION ESLAVA	16/1 16/2 61/1 61/2
544	440136	4474138	CONCEPCION JERONIMA	17/1 17/2
545	440008	4473880	TOLEDO-LA LATINA	17/1 18/1 23/1 35/1 526/1
546	440045	4473910	TOLEDO-LA LATINA	17/2 18/2 23/2 35/2 526/2
547	439824,5	4473582	TOLEDO-HUMILLADERO	17/1 18/1 23/1 35/1 60/1 526/1
548	439891	4473662	TOLEDO-HUMILLADERO	17/2 18/2 23/2 35/2 526/2
549	439637	4473334	Pº PONTONES-RONDA SEGOVIA	17/1 41/1
550	439385,8	4473148	Pº PONTONES-Pº IMPERIAL	17/1 41/1 516/1
551	439398	4473127	Pº PONTONES-Pº IMPERIAL	17/2 41/2 516/2
552	439024,1	4473076	Pº PONTONES-Pº MELANCOLICOS	17/1 36/1 516/1
553	439025	4473049	Pº PONTONES-Pº MELANCOLICOS	17/2 36/2 62/1 516/2
554	438620	4473036	Pº ERMITA DEL SANTO-PTE.SAN ISIDRO	17/1 25/2 516/1
555	438089	4472804	VIA CARPETANA-CARAMUEL	17/1 516/1
556	438156	4472818	VIA CARPETANA-CARAMUEL	17/2 516/2
557	437696	4472416	VIA CARPETANA-GALLUR	17/1 516/1
558	437744,1	4472438	VIA CARPETANA-GALLUR	17/2 25/2 516/2
559	437518	4472236	VIA CARPETANA-MOCHUELO	17/1 516/1
560	437516	4472193	VIA CARPETANA-MOCHUELO	17/2 25/2 516/2
561	437427	4472077	VIA CARPETANA-DR.ZOFIO	17/1
562	436062,2	4468423	AV.DE LA PESETA-AV.CARABANCHEL ALTO	35/1 118/2 155/2 517/1 517/2
563	437293	4471925	VIA CARPETANA-NTRA.SRA.VALVANERA	17/1 516/1
564	437080,4	4471706	VIA CARPETANA-LAGUNA	17/1
565	437159	4471758	VIA CARPETANA-LAGUNA	17/2
566	436953	4471489	VIA CARPETANA-PETIRROJO	17/1
567	436888	4471328	VIA CARPETANA-GTA.DEL EJERCITO	17/1
568	438954	4482694	GTA.PRADERA DE VAQUERIZAS	64/1 64/2
569	440714,6	4479126	BRAVO MURILLO-MARIA ZAYAS	66/2 124/2 523/2
570	436137	4470987	OCAÑA Nº 69	17/1 526/1
571	436184,8	4471024	OCAÑA Nº 100	17/2 526/2
572	435777	4470903	OCAÑA Nº 21	17/1
573	435770	4470889	OCAÑA FRENTE Nº 21	17/2
574	435658	4471019	OCAÑA-CAMARENA	17/1 526/1
575	435516,8	4471117	INTERCAMBIADOR DE ALUCHE	17/1 117/1
577	445145,9	4476891	VIRGEN DEL PORTILLO-HNOS.DE PABLO	48/2 146/2
578	435155	4470826	RAFAEL FINAT-AV.GRAL.FANJUL	17/1 117/1
579	435224	4470846	RAFAEL FINAT-AV.GRAL.FANJUL	17/2 117/2
580	434937	4470592	RAFAEL FINAT Nº 36	17/1 117/1
581	434961,8	4470591	RAFAEL FINAT Nº 31	17/2 117/2
582	434678	4470306	RAFAEL FINAT-JOSE DE CADALSO	17/1 117/1
583	434724	4470324	RAFAEL FINAT-JOSE DE CADALSO	17/2 117/2
584	434355,3	4470379	GRAL.ROMERO BASART-O.PLASENCIA	17/1 139/1
585	434391,2	4470291	GRAL.ROMERO BASART-O.PLASENCIA	17/2 34/2 117/1 117/2 139/2
586	434280	4470623	GRAL.ROMERO BASART-GRAL.FANJUL	139/2
587	434291	4470629	GRAL.ROMERO BASART-GRAL.FANJUL	17/1 139/1
588	436648	4470908	NTRA.SRA.DE LA LUZ-NTRA.SRA.FATIMA	17/2
589	436791	4470969	NTRA.SRA.FATIMA-FONTIVEROS	17/2 35/2 517/2 526/2
590	436940	4471258	Pº MUÑOZ GRANDES-OCA	17/2 35/1 517/1 526/2
591	435258,7	4470824	VIDAUBA-DAMASQUILLO	155/2
592	438582	4473208	VIA CARPETANA-Pº ERMITA DEL SANTO	17/2 516/2
593	439718	4473250	TOLEDO-PUERTA DE TOLEDO	17/2 18/2 23/2 35/2 41/2 516/2 526/2
594	439682,9	4473280	TOLEDO-PUERTA DE TOLEDO	18/1 23/1 35/1 526/1
596	439135,7	4475468	Pº PINTOR ROSALES-REY FRANCISCO	74/1
598	435331	4470584	VIDAUBA Nº 14	155/2
599	439516	4474986	CTA.SAN VICENTE-CADARSO	25/1 39/1 46/1 69/1 75/1 138/1 518/1 519/1 520/1
600	439580,5	4474994	CTA.SAN VICENTE-CADARSO	25/2 39/2 46/2 68/2 75/2 138/2 518/2 519/2 520/2
601	439340	4474880	CTA.SAN VICENTE-ARRIAZA	25/1 39/1 46/1 69/1 75/1 138/1
602	439421	4474855	CTA.SAN VICENTE-ARRIAZA	25/2 39/2 46/2 68/2 75/2 138/2
603	439136	4474880	CTA.SAN VICENTE-PRINCIPE PIO	25/1 39/1 46/1 69/1 75/1 138/1 518/1 519/1 520/1
604	439106	4474843	CTA.SAN VICENTE-PRINCIPE PIO	25/2 39/2 46/2 68/2 75/2 138/2 518/2 519/2 520/2
605	438998	4474758	VIRGEN DEL PUERTO-GTA.SAN VICENTE	33/1 62/1
606	438957,5	4474464	VIRGEN DEL PUERTO-CAMPO DEL MORO	25/1 33/1 39/1 41/2 62/1 69/1 138/1
607	439026,5	4474757	VIRGEN DEL PUERTO-CAMPO DEL MORO	25/2 33/2 39/2 41/1 62/2 68/2 138/2
608	438937,5	4474221	VIRGEN DEL PUERTO-PTE.SEGOVIA	25/1 33/1 39/1 138/1 518/1 519/1
609	438964	4474216	VIRGEN DEL PUERTO-PTE.SEGOVIA	25/2 33/2 39/2 41/1 62/2 68/2 138/2 518/2 519/2
611	435171,8	4470246	GRAL.ROMERO BASART-CASUARINA	155/2
612	438720	4473735	Pº ERMITA DEL SANTO-AV.MANZANARES	25/1
613	438734,8	4473724	Pº ERMITA DEL SANTO-AV.MANZANARES	25/2
614	438673	4473524	Pº ERMITA DEL SANTO-SEPULVEDA	25/1
615	438692	4473514	Pº ERMITA DEL SANTO-SEPULVEDA	25/2
616	438615	4473261	Pº ERMITA DEL SANTO-VIA CARPETANA	25/1
617	438639	4473313	Pº ERMITA DEL SANTO-VIA CARPETANA	25/2
618	437684	4472451	GALLUR-VIA CARPETANA	25/1
619	437299	4472410	GALLUR FRENTE Nº 211	25/1
620	437142	4472277	GALLUR FRENTE Nº 425	25/1
621	436947	4472113	DUQUESA DE PARCENT-GTA.LOS CARMENES	25/1 31/1 518/1
622	436962	4472093	DUQUESA DE PARCENT-GTA.LOS CARMENES	25/2 31/2 518/2
623	436651	4472133	DUQUESA DE PARCENT Nº 54	25/1 31/1 518/1
624	436664	4472113	DUQUESA DE PARCENT Nº 54	25/2 31/2 518/2
625	436351	4472181	DUQUESA DE PARCENT-CUART DE POBLET	25/1 31/1 518/1
626	436352,8	4472163	DUQUESA DE PARCENT-CUART DE POBLET	25/2 31/2 518/2
627	435093	4469610	CTRA.BARRIO DE LA FORTUNA-AV.AVIACION	155/2
628	435078,4	4469248	AV.DE LA PESETA-CTRA.BARRIO LA FORTUNA	155/2
629	435967,1	4471778	CAMARENA-ILLESCAS	25/1 518/1
630	435979	4471778	CAMARENA-ILLESCAS	25/2 518/2
631	435777,8	4471799	ILLESCAS-VALMOJADO	25/1 121/2 518/1
632	435802,4	4471783	ILLESCAS-VALMOJADO	25/2
633	435518	4471865	ILLESCAS-TEMBLEQUE	25/1 121/2
634	435530	4471841	ILLESCAS-TEMBLEQUE	25/2 121/1
635	435231	4472188	ILLESCAS-ESCALONA	25/1 121/2
636	435229	4472170	ILLESCAS-ESCALONA	25/2 121/1
637	435254,7	4468826	AV.DE LA PESETA-VALLE DEL BOI	155/2
638	435144	4472314	SESEÑA-ILLESCAS	25/2
639	437107	4471958	NTRA.SRA.VALVANERA-LAGUNA	25/2 55/2 119/2
640	435370,2	4468573	AV.DE LA PESETA-PINAR DE SAN JOSE	35/1 155/2 517/1
641	432374,5	4470136	CORACEROS-AV.ARQUEROS	139/1 139/2
642	432683,7	4470495	AV.ARQUEROS-Pº LANCEROS	139/1
643	432918,6	4470725	AV.ARQUEROS Nº 1	139/1
644	433319,5	4470563	AV.AVIACION-MEDINA DEL CAMPO	39/1 139/1 519/1
645	433329,9	4470587	AV.AVIACION-MEDINA DEL CAMPO	139/2
646	433574,2	4470199	AV.AVIACION-MONROY	39/1 139/1 519/1
647	433581	4470221	AV.AVIACION-MONROY	39/2 139/2 519/2
649	436033	4468467	AV.DE LA PESETA-AV.CARABANCHEL ALTO	35/2 118/1 155/1
650	434204,4	4469846	AV.AVIACION-SINFONIA	139/1
651	434253	4469853	AV.AVIACION-VALLE INCLAN	117/1 139/2 519/2
652	434495,6	4469893	RAFAEL FINAT-GRAL.SALIQUET	139/1
653	434481,9	4469907	RAFAEL FINAT-GRAL.SALIQUET	117/1 139/2
654	434626	4470746	AV.GRAL.FANJUL-JOSE CADALSO	139/1
655	434559,8	4470748	AV.GRAL.FANJUL-JOSE CADALSO	139/2
656	434915,4	4470826	AV.GRAL.FANJUL-EST.RENFE FANJUL	139/1
657	434910,8	4470846	AV.GRAL.FANJUL-EST.RENFE FANJUL	139/2
658	435528	4470945	AV.POBLADOS-INTERCAMBIADOR ALUCHE	121/1 131/1 139/1
659	435503,4	4471010	AV.POBLADOS-INTERCAMBIADOR ALUCHE	121/2 131/2 139/2
660	435786	4470612	AV.POBLADOS-COMISARIA	121/1 131/1 139/1
661	435765	4470710	AV.POBLADOS-COMISARIA	121/2 131/2 139/2
662	435943	4470230	AV.POBLADOS-PARQUE EUGENIA MONTIJO	121/1 131/1 139/1
663	435965	4470240	AV.POBLADOS-PARQUE EUGENIA MONTIJO	121/2 131/2 139/2
664	436182,6	4469882	RONDA DON BOSCO-PARAGUAYA	139/1
665	435956,1	4469799	Cº DE LAS CRUCES-MASCARAQUE	139/1
666	435808,5	4469608	Cº DE LAS CRUCES-JOSE JORDAN	139/1 139/2
667	436383	4470042	AV.POBLADOS-PARTERRE	121/2 131/2 139/2
668	433025,4	4470471	Pº DE LOS HUSARES Nº 24	139/2
669	432660,3	4470250	Pº ALABARDEROS	139/2
670	441713,1	4475398	GOYA-SERRANO	21/1 53/1
671	441690	4475436	GOYA-PZA.DE COLON	21/2 53/2
672	442048	4475368	GOYA-VELAZQUEZ	21/1 53/1
673	442003	4475404	GOYA-VELAZQUEZ	21/2 53/2
674	442315	4475350	GOYA-PRINCIPE VERGARA	21/1 53/1
675	442388	4475378	GOYA-PRINCIPE VERGARA	21/2 53/2
676	442685	4475325	GOYA-GRAL.DIAZ PORLIER	21/1 53/1
678	442890	4475372	ALCALA-GOYA	21/1 146/1
679	442852	4475387	ALCALA-GOYA	21/2 43/2 53/2 146/2
680	443044	4475463	ALCALA-HERMOSILLA	21/1 43/1 53/1 146/1 505/1 507/1
681	443010	4475480	ALCALA-HERMOSILLA	21/2 43/2 53/2 146/2 505/2 507/2
682	443294	4475619	ALCALA-PZA.MANUEL BECERRA	21/1 43/1 53/1 146/1 505/1 507/1
683	443282	4475651	ALCALA-PZA.MANUEL BECERRA	21/2 43/2 53/2 146/2 505/2 507/2
684	443463	4475765	ALCALA-PZA.MANUEL BECERRA	21/2 38/2 53/2 106/2 110/2 146/2 210/2 505/2 507/2
685	443579	4475795	ALCALA Nº 168	12/1 21/1 38/1 53/1 106/1 110/1 146/1 210/1 505/1 507/1
686	443726	4475890	ALCALA-BOCANGEL	12/1 21/1 53/1
687	435385,9	4468636	AV.DE LA PESETA-PINAR DE SAN JOSE	35/2 155/1 517/2
688	443820	4476331	FCO.ALTIMIRAS-AV.LOS TOREROS	53/1 74/1
689	443794,1	4476511	BIARRITZ	43/1 53/1 74/1 503/1
690	443842,9	4476798	AV.BRUSELAS Nº 48	43/1 53/1 74/1 503/1
691	443865,3	4476876	AV.BRUSELAS Nº 51	43/2 53/2 74/2 503/2
692	443894,1	4477062	AV.BRUSELAS-PZA.VENECIA	43/1 503/1
693	443874	4477074	AV.BRUSELAS-PZA.VENECIA	43/2 53/2 503/2
694	444453,8	4477105	AV.BADAJOZ-TANATORIO	53/1 122/1 503/1
695	444448,3	4477122	AV.BADAJOZ-TANATORIO	53/2 122/2 503/2
696	444619,1	4477227	AV.BADAJOZ-MARTINEZ VILLERGAS	53/1 122/1 503/1
697	444638	4477393	TORRELAGUNA-AV.BADAJOZ	11/1 11/2
